B16004_001E,B16004_001EA,B16004_001M,B16004_001MA,B16004_002E,B16004_002EA,B16004_002M,B16004_002MA,B16004_003E,B16004_003EA,B16004_003M,B16004_003MA,B16004_004E,B16004_004EA,B16004_004M,B16004_004MA,B16004_005E,B16004_005EA,B16004_005M,B16004_005MA,B16004_006E,B16004_006EA,B16004_006M,B16004_006MA,B16004_007E,B16004_007EA,B16004_007M,B16004_007MA,B16004_008E,B16004_008EA,B16004_008M,B16004_008MA,B16004_009E,B16004_009EA,B16004_009M,B16004_009MA,B16004_010E,B16004_010EA,B16004_010M,B16004_010MA,B16004_011E,B16004_011EA,B16004_011M,B16004_011MA,B16004_012E,B16004_012EA,B16004_012M,B16004_012MA,B16004_013E,B16004_013EA,B16004_013M,B16004_013MA,B16004_014E,B16004_014EA,B16004_014M,B16004_014MA,B16004_015E,B16004_015EA,B16004_015M,B16004_015MA,B16004_016E,B16004_016EA,B16004_016M,B16004_016MA,B16004_017E,B16004_017EA,B16004_017M,B16004_017MA,B16004_018E,B16004_018EA,B16004_018M,B16004_018MA,B16004_019E,B16004_019EA,B16004_019M,B16004_019MA,B16004_020E,B16004_020EA,B16004_020M,B16004_020MA,B16004_021E,B16004_021EA,B16004_021M,B16004_021MA,B16004_022E,B16004_022EA,B16004_022M,B16004_022MA,B16004_023E,B16004_023EA,B16004_023M,B16004_023MA,B16004_024E,B16004_024EA,B16004_024M,B16004_024MA,B16004_025E,B16004_025EA,B16004_025M,B16004_025MA,B16004_026E,B16004_026EA,B16004_026M,B16004_026MA,B16004_027E,B16004_027EA,B16004_027M,B16004_027MA,B16004_028E,B16004_028EA,B16004_028M,B16004_028MA,B16004_029E,B16004_029EA,B16004_029M,B16004_029MA,B16004_030E,B16004_030EA,B16004_030M,B16004_030MA,B16004_031E,B16004_031EA,B16004_031M,B16004_031MA,B16004_032E,B16004_032EA,B16004_032M,B16004_032MA,B16004_033E,B16004_033EA,B16004_033M,B16004_033MA,B16004_034E,B16004_034EA,B16004_034M,B16004_034MA,B16004_035E,B16004_035EA,B16004_035M,B16004_035MA,B16004_036E,B16004_036EA,B16004_036M,B16004_036MA,B16004_037E,B16004_037EA,B16004_037M,B16004_037MA,B16004_038E,B16004_038EA,B16004_038M,B16004_038MA,B16004_039E,B16004_039EA,B16004_039M,B16004_039MA,B16004_040E,B16004_040EA,B16004_040M,B16004_040MA,B16004_041E,B16004_041EA,B16004_041M,B16004_041MA,B16004_042E,B16004_042EA,B16004_042M,B16004_042MA,B16004_043E,B16004_043EA,B16004_043M,B16004_043MA,B16004_044E,B16004_044EA,B16004_044M,B16004_044MA,B16004_045E,B16004_045EA,B16004_045M,B16004_045MA,B16004_046E,B16004_046EA,B16004_046M,B16004_046MA,B16004_047E,B16004_047EA,B16004_047M,B16004_047MA,B16004_048E,B16004_048EA,B16004_048M,B16004_048MA,B16004_049E,B16004_049EA,B16004_049M,B16004_049MA,B16004_050E,B16004_050EA,B16004_050M,B16004_050MA,B16004_051E,B16004_051EA,B16004_051M,B16004_051MA,B16004_052E,B16004_052EA,B16004_052M,B16004_052MA,B16004_053E,B16004_053EA,B16004_053M,B16004_053MA,B16004_054E,B16004_054EA,B16004_054M,B16004_054MA,B16004_055E,B16004_055EA,B16004_055M,B16004_055MA,B16004_056E,B16004_056EA,B16004_056M,B16004_056MA,B16004_057E,B16004_057EA,B16004_057M,B16004_057MA,B16004_058E,B16004_058EA,B16004_058M,B16004_058MA,B16004_059E,B16004_059EA,B16004_059M,B16004_059MA,B16004_060E,B16004_060EA,B16004_060M,B16004_060MA,B16004_061E,B16004_061EA,B16004_061M,B16004_061MA,B16004_062E,B16004_062EA,B16004_062M,B16004_062MA,B16004_063E,B16004_063EA,B16004_063M,B16004_063MA,B16004_064E,B16004_064EA,B16004_064M,B16004_064MA,B16004_065E,B16004_065EA,B16004_065M,B16004_065MA,B16004_066E,B16004_066EA,B16004_066M,B16004_066MA,B16004_067E,B16004_067EA,B16004_067M,B16004_067MA,GEO_ID,NAME,state,county,tract,block group
981,,304,,241,,125,,224,,126,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,17,,28,,17,,28,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,635,,202,,404,,119,,56,,81,,40,,57,,0,,13,,16,,24,,0,,13,,38,,36,,26,,29,,12,,20,,0,,13,,0,,13,,137,,149,,137,,149,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,105,,62,,45,,42,,20,,29,,0,,13,,0,,13,,0,,13,,20,,29,,31,,39,,31,,39,,0,,13,,0,,13,,0,,13,,9,,16,,0,,13,,0,,13,,9,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594707005,"Block Group 5, Census Tract 4707, Fairfax County, Virginia",51,59,470700,5
2166,,446,,443,,188,,414,,198,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,29,,36,,23,,35,,0,,13,,6,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1090,,379,,1003,,375,,3,,6,,0,,13,,0,,13,,0,,13,,3,,6,,24,,35,,14,,31,,10,,17,,0,,13,,0,,13,,60,,75,,0,,13,,60,,75,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,633,,162,,503,,153,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,59,,58,,59,,58,,0,,13,,0,,13,,0,,13,,71,,63,,16,,33,,24,,36,,0,,13,,31,,47,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594709001,"Block Group 1, Census Tract 4709, Fairfax County, Virginia",51,59,470900,1
1307,,330,,69,,70,,0,,13,,36,,49,,36,,49,,0,,13,,0,,13,,0,,13,,33,,51,,0,,13,,16,,24,,17,,27,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,873,,268,,500,,233,,66,,92,,38,,52,,28,,40,,0,,13,,0,,13,,109,,88,,19,,29,,23,,36,,67,,76,,0,,13,,183,,185,,120,,99,,63,,98,,0,,13,,0,,13,,15,,26,,15,,26,,0,,13,,0,,13,,0,,13,,365,,268,,132,,145,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,137,,134,,105,,127,,0,,13,,32,,47,,0,,13,,96,,92,,20,,30,,76,,74,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594712043,"Block Group 3, Census Tract 4712.04, Fairfax County, Virginia",51,59,471204,3
2351,,449,,357,,155,,105,,83,,55,,78,,55,,78,,0,,13,,0,,13,,0,,13,,82,,60,,28,,24,,35,,57,,19,,26,,0,,13,,89,,72,,74,,66,,15,,25,,0,,13,,0,,13,,26,,33,,0,,13,,18,,30,,8,,14,,0,,13,,1857,,349,,460,,155,,306,,290,,137,,117,,31,,40,,9,,18,,129,,198,,591,,192,,357,,136,,216,,162,,18,,30,,0,,13,,340,,133,,294,,117,,46,,44,,0,,13,,0,,13,,160,,127,,117,,99,,17,,30,,26,,33,,0,,13,,137,,47,,10,,17,,8,,12,,8,,12,,0,,13,,0,,13,,0,,13,,60,,54,,10,,18,,0,,13,,0,,13,,50,,54,,59,,48,,19,,30,,0,,13,,40,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594713012,"Block Group 2, Census Tract 4713.01, Fairfax County, Virginia",51,59,471301,2
1729,,452,,126,,67,,53,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,33,,30,,19,,18,,14,,20,,0,,13,,0,,13,,31,,36,,21,,31,,10,,16,,0,,13,,0,,13,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,1262,,411,,309,,90,,317,,356,,86,,77,,26,,42,,174,,272,,31,,50,,349,,216,,249,,151,,100,,80,,0,,13,,0,,13,,205,,116,,116,,82,,89,,83,,0,,13,,0,,13,,82,,84,,74,,78,,8,,13,,0,,13,,0,,13,,341,,178,,257,,183,,32,,38,,0,,13,,9,,13,,0,,13,,23,,36,,30,,35,,21,,32,,0,,13,,9,,15,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,22,,37,,22,,37,,0,,13,,0,,13,,0,,13,,510594713033,"Block Group 3, Census Tract 4713.03, Fairfax County, Virginia",51,59,471303,3
2036,,439,,249,,126,,116,,72,,84,,101,,84,,101,,0,,13,,0,,13,,0,,13,,39,,50,,12,,21,,27,,43,,0,,13,,0,,13,,10,,17,,10,,17,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1464,,343,,617,,168,,472,,225,,243,,179,,133,,95,,89,,117,,7,,12,,123,,103,,76,,78,,33,,32,,14,,22,,0,,13,,173,,114,,97,,93,,56,,41,,8,,12,,12,,22,,79,,72,,62,,69,,17,,26,,0,,13,,0,,13,,323,,142,,184,,101,,72,,63,,39,,45,,1,,3,,32,,35,,0,,13,,31,,31,,19,,26,,0,,13,,12,,19,,0,,13,,23,,32,,8,,13,,0,,13,,0,,13,,15,,30,,13,,20,,13,,20,,0,,13,,0,,13,,0,,13,,510594714012,"Block Group 2, Census Tract 4714.01, Fairfax County, Virginia",51,59,471401,2
1380,,301,,389,,149,,344,,153,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,10,,16,,10,,16,,0,,13,,0,,13,,0,,13,,35,,46,,31,,46,,4,,7,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,749,,166,,572,,139,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,79,,66,,79,,66,,0,,13,,0,,13,,0,,13,,98,,63,,76,,41,,22,,33,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,242,,90,,196,,83,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,15,,22,,1,,2,,14,,22,,0,,13,,0,,13,,31,,33,,10,,16,,0,,13,,0,,13,,21,,30,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594801001,"Block Group 1, Census Tract 4801, Fairfax County, Virginia",51,59,480100,1
610,,238,,122,,66,,50,,40,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,9,,14,,9,,14,,0,,13,,0,,13,,0,,13,,63,,60,,63,,60,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,389,,230,,263,,236,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,26,,31,,26,,31,,0,,13,,0,,13,,0,,13,,100,,85,,100,,85,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,99,,67,,88,,64,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,11,,20,,0,,13,,0,,13,,0,,13,,11,,20,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594801004,"Block Group 4, Census Tract 4801, Fairfax County, Virginia",51,59,480100,4
939,,198,,143,,73,,122,,71,,15,,17,,15,,17,,0,,13,,0,,13,,0,,13,,6,,9,,6,,9,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,608,,172,,527,,163,,31,,39,,15,,19,,5,,10,,11,,18,,0,,13,,42,,42,,42,,42,,0,,13,,0,,13,,0,,13,,3,,5,,3,,5,,0,,13,,0,,13,,0,,13,,5,,9,,5,,9,,0,,13,,0,,13,,0,,13,,188,,66,,136,,61,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,17,,27,,11,,17,,0,,13,,6,,12,,0,,13,,35,,37,,26,,28,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594802013,"Block Group 3, Census Tract 4802.01, Fairfax County, Virginia",51,59,480201,3
1444,,380,,233,,122,,88,,93,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,44,,49,,20,,35,,24,,46,,0,,13,,0,,13,,101,,83,,101,,83,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1159,,311,,601,,260,,34,,55,,17,,27,,17,,28,,0,,13,,0,,13,,265,,124,,178,,114,,74,,49,,13,,25,,0,,13,,243,,163,,161,,99,,82,,87,,0,,13,,0,,13,,16,,25,,16,,25,,0,,13,,0,,13,,0,,13,,52,,48,,52,,48,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594802041,"Block Group 1, Census Tract 4802.04, Fairfax County, Virginia",51,59,480204,1
308,,141,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,308,,141,,142,,103,,40,,59,,40,,59,,0,,13,,0,,13,,0,,13,,36,,58,,0,,13,,36,,58,,0,,13,,0,,13,,50,,60,,16,,26,,34,,54,,0,,13,,0,,13,,40,,65,,40,,65,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594802051,"Block Group 1, Census Tract 4802.05, Fairfax County, Virginia",51,59,480205,1
1404,,277,,173,,108,,99,,76,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,74,,82,,74,,82,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,871,,270,,544,,281,,25,,42,,25,,42,,0,,13,,0,,13,,0,,13,,114,,117,,97,,116,,17,,26,,0,,13,,0,,13,,188,,128,,123,,88,,56,,57,,9,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,360,,130,,275,,118,,8,,12,,8,,12,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,77,,70,,57,,65,,20,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594803012,"Block Group 2, Census Tract 4803.01, Fairfax County, Virginia",51,59,480301,2
2395,,425,,425,,156,,397,,156,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,28,,35,,21,,30,,7,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1344,,209,,943,,235,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,81,,79,,81,,79,,0,,13,,0,,13,,0,,13,,290,,159,,227,,122,,8,,20,,0,,13,,55,,61,,30,,52,,30,,52,,0,,13,,0,,13,,0,,13,,626,,318,,273,,119,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,57,,81,,56,,80,,0,,13,,1,,3,,0,,13,,296,,313,,264,,309,,0,,13,,0,,13,,32,,45,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594803023,"Block Group 3, Census Tract 4803.02, Fairfax County, Virginia",51,59,480302,3
1955,,298,,273,,101,,204,,93,,32,,50,,32,,50,,0,,13,,0,,13,,0,,13,,9,,15,,9,,15,,0,,13,,0,,13,,0,,13,,28,,32,,28,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1279,,210,,882,,182,,65,,104,,0,,13,,35,,57,,30,,47,,0,,13,,189,,88,,163,,78,,26,,27,,0,,13,,0,,13,,143,,84,,99,,65,,23,,23,,21,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,403,,109,,287,,103,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,55,,49,,8,,13,,27,,27,,9,,14,,11,,18,,53,,54,,8,,11,,35,,36,,10,,15,,0,,13,,8,,14,,8,,14,,0,,13,,0,,13,,0,,13,,510594804021,"Block Group 1, Census Tract 4804.02, Fairfax County, Virginia",51,59,480402,1
734,,189,,161,,89,,161,,89,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,518,,169,,430,,167,,42,,33,,34,,28,,0,,13,,8,,12,,0,,13,,23,,24,,23,,24,,0,,13,,0,,13,,0,,13,,23,,36,,23,,36,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,55,,44,,33,,31,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,22,,25,,22,,25,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594805011,"Block Group 1, Census Tract 4805.01, Fairfax County, Virginia",51,59,480501,1
3082,,561,,494,,126,,353,,102,,132,,65,,132,,65,,0,,13,,0,,13,,0,,13,,9,,14,,0,,13,,0,,13,,0,,13,,9,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,2074,,471,,1563,,442,,228,,57,,169,,24,,30,,38,,29,,34,,0,,13,,144,,80,,125,,75,,19,,28,,0,,13,,0,,13,,139,,101,,106,,77,,33,,32,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,514,,117,,433,,121,,50,,24,,12,,21,,0,,13,,38,,21,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,31,,32,,21,,25,,0,,13,,10,,16,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,510594805021,"Block Group 1, Census Tract 4805.02, Fairfax County, Virginia",51,59,480502,1
1315,,275,,182,,152,,182,,152,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,883,,226,,876,,225,,4,,8,,4,,8,,0,,13,,0,,13,,0,,13,,3,,7,,3,,7,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,250,,136,,250,,136,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850202003,"Block Group 3, Census Tract 202, Tazewell County, Virginia",51,185,20200,3
847,,282,,256,,118,,256,,118,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,488,,185,,488,,185,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,103,,71,,103,,71,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850203012,"Block Group 2, Census Tract 203.01, Tazewell County, Virginia",51,185,20301,2
384,,186,,88,,67,,88,,67,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,261,,136,,261,,136,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,35,,46,,35,,46,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850203022,"Block Group 2, Census Tract 203.02, Tazewell County, Virginia",51,185,20302,2
814,,253,,142,,89,,142,,89,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,481,,175,,481,,175,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,191,,80,,191,,80,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850204001,"Block Group 1, Census Tract 204, Tazewell County, Virginia",51,185,20400,1
1244,,287,,202,,125,,202,,125,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,808,,227,,808,,227,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,234,,90,,234,,90,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850204004,"Block Group 4, Census Tract 204, Tazewell County, Virginia",51,185,20400,4
666,,241,,48,,51,,48,,51,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,331,,175,,331,,175,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,287,,91,,287,,91,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850205003,"Block Group 3, Census Tract 205, Tazewell County, Virginia",51,185,20500,3
1618,,465,,336,,196,,336,,196,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,1157,,316,,1149,,316,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,14,,8,,14,,0,,13,,0,,13,,0,,13,,125,,56,,125,,56,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850206003,"Block Group 3, Census Tract 206, Tazewell County, Virginia",51,185,20600,3
1643,,312,,385,,196,,385,,196,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,978,,168,,970,,168,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,8,,14,,8,,14,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,280,,94,,269,,92,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,11,,19,,11,,19,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850207002,"Block Group 2, Census Tract 207, Tazewell County, Virginia",51,185,20700,2
761,,216,,179,,106,,174,,106,,5,,6,,5,,6,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,419,,152,,412,,151,,7,,10,,7,,10,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,163,,83,,163,,83,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511850208002,"Block Group 2, Census Tract 208, Tazewell County, Virginia",51,185,20800,2
1175,,468,,223,,166,,223,,166,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,870,,313,,870,,313,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,82,,50,,59,,47,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,23,,37,,0,,13,,23,,37,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,0,,13,,511870201022,"Block Group 2, Census Tract 201.02, Warren County, Virginia",51,187,20102,2
